1 0 1963
2 1963 1569
3 3532 2568
4 6100 2015
5 8115 3760
6 11875 950
7 12825 1215
8 14040 1934
9 15974 1446
10 17420 3820
11 21240 5727
12 26967 2249
13 29216 2911
14 32127 1513
15 33640 5759
16 39399 2667
17 42066 1296
18 43362 1274
19 44636 1343
20 45979 7964
21 53943 1721
22 55664 2839
23 58503 1251
24 59754 1439
25 61193 5133
26 66326 3050
27 69376 1305
28 70681 2797
29 73478 1452
30 74930 938
31 75868 2784
32 78652 1503
33 80155 916
34 81071 3009
35 84080 1231
36 85311 8788
37 94099 2617
38 96716 1633
39 98349 2243
40 100592 1999
41 102591 6262
42 108853 2087
43 110940 1575
44 112515 3156
45 115671 4068
46 119739 2692
47 122431 2891
48 125322 1045
49 126367 1427
50 127794 5514
51 133308 3627
52 136935 2089
53 139024 5817
54 144841 6789
55 151630 1229
56 152859 1528
57 154387 365
58 154752 2207
59 156959 2954
60 159913 1228
61 161141 930
62 162071 1876
63 163947 2975
64 166922 6894
65 173816 2669
66 176485 1571
67 178056 1776
68 179832 1713
69 181545 968
70 182513 8967
71 191480 5618
72 197098 5676
73 202774 5493
74 208267 6750
75 215017 2081
76 217098 19464
77 236562 7688
78 244250 1827
79 246077 1245
80 247322 3043
81 250365 1865
82 252230 2700
83 254930 4182
84 259112 1420
85 260532 602
86 261134 6579
87 267713 2423
88 270136 1836
89 271972 3354
90 275326 1896
91 277222 13766
92 290988 549
93 291537 1647
94 293184 3038
95 296222 2375
96 298597 2839
97 301436 18381
98 319817 3149
99 322966 5182
100 328148 5574
101 333722 4708
102 338430 5545
103 343975 1887
104 345862 3891
105 349753 6089
106 355842 2472
107 358314 4444
108 362758 981
109 363739 798
110 364537 4182
111 368719 2679
112 371398 2968
113 374366 1262
114 375628 1955
115 377583 2328
116 379911 2746
117 382657 2314
118 384971 1301
119 386272 4709
120 390981 4590
121 395571 3587
122 399158 3140
123 402298 4114
124 406412 4513
125 410925 2783
126 413708 3831
127 417539 2318
128 419857 1749
129 421606 2307
130 423913 20508
131 444421 3320
132 447741 4092
133 451833 1927
134 453760 8742
135 462502 2686
136 465188 5325
137 470513 5357
138 475870 3697
139 479567 4178
140 483745 5940
141 489685 3037
142 492722 5470
143 498192 1746
144 499938 2629
145 502567 5040
146 507607 4797
147 512404 3320
148 515724 5428
149 521152 5499
150 526651 4286
151 530937 2546
152 533483 4420
153 537903 7408
154 545311 193
155 545504 4739
156 550243 910
157 551153 801
158 551954 2242
159 554196 1787
160 555983 945
161 556928 1847
162 558775 12145
163 570920 4443
164 575363 6896
165 582259 9989
166 592248 1124
167 593372 9953
168 603325 3388
169 606713 1410
170 608123 3524
171 611647 5374
172 617021 4674
173 621695 5549
174 627244 2587
175 629831 3948
176 633779 3536
177 637315 5177
178 642492 5264
179 647756 1322
180 649078 9381
181 658459 3296
182 661755 602
183 662357 1555
184 663912 3327
185 667239 1889
186 669128 3284
187 672412 5120
188 677532 2139
189 679671 5839
190 685510 2309
191 687819 4224
192 692043 4925
193 696968 4006
194 700974 4008
195 704982 4233
196 709215 16834
197 726049 2036
198 728085 12338
199 740423 14353
200 754776 8880
201 763656 8087
202 771743 4818
203 776561 11435
204 787996 3415
205 791411 5014
206 796425 4594
207 801019 4198
208 805217 5570
209 810787 3461
210 814248 4304
211 818552 4086
212 822638 6579
213 829217 3815
214 833032 5541
215 838573 3434
216 842007 4514
217 846521 24377
218 870898 2044
219 872942 4979
220 877921 4961
221 882882 5064
222 887946 4201
223 892147 3998
224 896145 3356
225 899501 24007
226 923508 4703
227 928211 15745
228 943956 10369
229 954325 1887
230 956212 5119
231 961331 5662
232 966993 3268
233 970261 7357
234 977618 5324
235 982942 6615
236 989557 3942
237 993499 6341
238 999840 5032
239 1004872 6913
240 1011785 4243
241 1016028 8230
242 1024258 5047
243 1029305 4550
244 1033855 34062
245 1067917 1969
246 1069886 4447
247 1074333 4175
248 1078508 2276
249 1080784 21484
250 1102268 5191
251 1107459 4809
252 1112268 4391
253 1116659 2216
254 1118875 4543
255 1123418 4308
256 1127726 5653
257 1133379 4346
258 1137725 22558
259 1160283 4719
260 1165002 3933
261 1168935 5104
262 1174039 4594
263 1178633 5428
264 1184061 5557
265 1189618 3146
266 1192764 5177
267 1197941 5613
268 1203554 6223
269 1209777 3485
270 1213262 5256
271 1218518 4757
272 1223275 3798
273 1227073 6860
274 1233933 4844
275 1238777 4482
276 1243259 2306
277 1245565 25050
278 1270615 4789
279 1275404 9507
280 1284911 4192
281 1289103 4343
282 1293446 3938
283 1297384 5941
284 1303325 24245
285 1327570 2340
286 1329910 5164
287 1335074 5479
288 1340553 3996
289 1344549 3320
290 1347869 3883
291 1351752 4630
292 1356382 4909
293 1361291 19104
294 1380395 2347
295 1382742 4728
296 1387470 8039
297 1395509 7926
298 1403435 2862
299 1406297 5079
300 1411376 7585
301 1418961 5111
302 1424072 5893
303 1429965 6232
304 1436197 3882
305 1440079 7699
306 1447778 4750
307 1452528 3634
308 1456162 7441
309 1463603 5082
310 1468685 23907
311 1492592 3832
312 1496424 6759
313 1503183 4760
314 1507943 4983
315 1512926 3507
316 1516433 15603
317 1532036 4817
318 1536853 4040
319 1540893 4107
320 1545000 2166
321 1547166 4614
322 1551780 9079
323 1560859 4159
324 1565018 4549
325 1569567 4606
326 1574173 3031
327 1577204 9030
328 1586234 8270
329 1594504 3788
330 1598292 5210
331 1603502 4912
332 1608414 19084
333 1627498 4782
334 1632280 6413
335 1638693 2735
336 1641428 3439
337 1644867 2814
338 1647681 11024
339 1658705 4485
340 1663190 5724
341 1668914 4329
342 1673243 3308
343 1676551 4825
344 1681376 3951
345 1685327 5476
346 1690803 4754
347 1695557 5743
348 1701300 22485
349 1723785 2553
350 1726338 4505
351 1730843 4396
352 1735239 5284
353 1740523 2593
354 1743116 4386
355 1747502 3731
356 1751233 4361
357 1755594 6263
358 1761857 27025
359 1788882 2542
360 1791424 5356
361 1796780 5179
362 1801959 2184
363 1804143 4117
364 1808260 3199
365 1811459 4208
366 1815667 3631
367 1819298 10999
368 1830297 10446
369 1840743 5488
370 1846231 13155
371 1859386 4814
372 1864200 5759
373 1869959 7637
374 1877596 7860
375 1885456 5390
376 1890846 7507
377 1898353 4520
378 1902873 3549
379 1906422 4479
380 1910901 6736
381 1917637 4972
382 1922609 32170
383 1954779 2277
384 1957056 13219
385 1970275 11117
386 1981392 7223
387 1988615 3646
388 1992261 12629
389 2004890 2964
390 2007854 8511
391 2016365 2733
392 2019098 3309
393 2022407 2304
394 2024711 4468
395 2029179 16526
396 2045705 2350
397 2048055 4321
398 2052376 7336
399 2059712 1994
400 2061706 5667
401 2067373 21938
402 2089311 1968
403 2091279 2485
404 2093764 18712
405 2112476 4340
406 2116816 6600
407 2123416 9960
408 2133376 4703
409 2138079 4523
410 2142602 1966
411 2144568 6824
412 2151392 2776
413 2154168 5104
414 2159272 3357
415 2162629 7258
416 2169887 3662
417 2173549 4937
418 2178486 4687
419 2183173 5758
420 2188931 4435
421 2193366 22695
422 2216061 13565
423 2229626 2110
424 2231736 2105
425 2233841 2200
426 2236041 1764
427 2237805 19706
428 2257511 4534
429 2262045 4796
430 2266841 2729
431 2269570 2530
432 2272100 2296
433 2274396 3003
434 2277399 2431
435 2279830 3026
436 2282856 23028
437 2305884 4557
438 2310441 7375
439 2317816 2301
440 2320117 4122
441 2324239 2032
442 2326271 2079
443 2328350 6210
444 2334560 5905
445 2340465 4801
446 2345266 3916
447 2349182 4893
448 2354075 4616
449 2358691 24803
450 2383494 4172
451 2387666 4172
452 2391838 4686
453 2396524 2715
454 2399239 2298
455 2401537 2488
456 2404025 2488
457 2406513 16886
458 2423399 4533
459 2427932 2155
460 2430087 8411
461 2438498 2458
462 2440956 2856
463 2443812 20738
464 2464550 5487
465 2470037 4222
466 2474259 10200
467 2484459 10978
468 2495437 2341
469 2497778 2927
470 2500705 5281
471 2505986 4108
472 2510094 6678
473 2516772 6886
474 2523658 3533
475 2527191 4276
476 2531467 3228
477 2534695 4837
478 2539532 2011
479 2541543 5179
480 2546722 24050
481 2570772 2253
482 2573025 2473
483 2575498 15663
484 2591161 2314
485 2593475 2753
486 2596228 2548
487 2598776 21523
488 2620299 4230
489 2624529 16598
490 2641127 4305
491 2645432 17200
492 2662632 4652
493 2667284 2153
494 2669437 13073
495 2682510 9836
496 2692346 5314
